Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AIM/CGE 2.0,SFCM_SSP2_EEEI_2Degree,World,Final Energy,EJ/yr,,334.1608,349.6409,365.7538,383.3364,386.0768,382.9885,380.7578,378.9844,384.4534,389.7551,392.8012,393.571,390.4711,384.432,384.6167,385.1557,385.2693,384.6958,384.7303,384.6424
AIM/CGE 2.0,SFCM_SSP2_EEEI_Baseline,World,Final Energy,EJ/yr,,334.1608,349.62,370.4054,394.9159,415.4428,432.2152,446.9991,459.7241,468.8565,474.6339,479.2413,483.8771,487.0146,490.0367,491.4896,492.4245,491.8317,491.4458,490.04,488.4732
AIM/CGE 2.0,SFCM_SSP2_LifeStyle_1p5Degree,World,Final Energy,EJ/yr,,334.1608,351.4736,369.5591,388.9537,360.5642,333.8208,345.429,355.1566,365.9789,374.4693,380.7494,385.7917,392.2153,397.7499,404.6884,410.9469,416.7974,422.0221,426.9665,431.2643
AIM/CGE 2.0,SFCM_SSP2_LifeStyle_2Degree,World,Final Energy,EJ/yr,,334.1608,351.4736,369.5591,388.9537,392.1936,392.6045,395.8897,399.6266,410.8658,422.2666,431.6155,437.8818,441.2777,440.7609,445.4536,450.8677,455.8046,459.8518,463.9652,468.0274
AIM/CGE 2.0,SFCM_SSP2_LifeStyle_Baseline,World,Final Energy,EJ/yr,,334.1608,351.4505,374.6963,402.3989,426.6169,447.5747,466.9309,484.2867,498.3241,509.0821,517.7719,525.7686,533.5687,541.209,547.2047,552.4423,557.0295,561.075,564.5397,565.8332
AIM/CGE 2.0,SFCM_SSP2_Ref_1p5Degree,World,Final Energy,EJ/yr,,334.1608,356.4748,379.139,401.9573,371.5161,345.4176,359.3891,370.9882,383.8318,393.54,401.482,408.6277,417.6242,423.8664,432.3909,441.43,450.361,458.5831,466.4999,473.7097
AIM/CGE 2.0,SFCM_SSP2_Ref_2Degree,World,Final Energy,EJ/yr,,334.1608,356.4748,379.139,401.9573,406.0303,409.0868,415.9385,422.2287,435.8382,450.5283,462.1685,468.7818,473.5007,474.2596,480.87,488.5528,495.5372,502.0793,509.4001,516.7811
AIM/CGE 2.0,SFCM_SSP2_Ref_Baseline,World,Final Energy,EJ/yr,,334.1608,356.4515,385.4681,419.6187,450.2777,477.42,502.7013,525.6763,544.8389,560.1416,571.9736,584.7558,597.6799,609.3274,619.1507,628.0776,637.5029,643.0024,649.5746,653.5753
AIM/CGE 2.0,SFCM_SSP2_ST_CCS_1p5Degree,World,Final Energy,EJ/yr,,334.1608,356.4748,379.139,401.9573,372.1282,346.2466,360.2594,372.3481,385.8489,398.6792,405.6523,412.898,421.8452,428.9287,437.8662,447.213,456.3998,464.7029,472.7627,480.322
AIM/CGE 2.0,SFCM_SSP2_ST_CCS_2Degree,World,Final Energy,EJ/yr,,334.1608,356.4748,379.139,401.9573,406.614,411.3615,418.9816,426.0999,440.3961,456.8427,468.3898,475.7428,480.9123,481.489,488.3775,496.2561,503.2186,509.9103,517.3828,525.0889
AIM/CGE 2.0,SFCM_SSP2_ST_CCS_Baseline,World,Final Energy,EJ/yr,,334.1608,356.4515,385.4681,419.6187,450.2777,477.42,502.7013,525.6763,544.8389,560.1416,571.9736,584.7558,597.6799,609.3274,619.1507,628.0776,637.5029,643.0024,649.5746,653.5753
AIM/CGE 2.0,SFCM_SSP2_ST_bio_1p5Degree,World,Final Energy,EJ/yr,,334.1608,356.4664,379.1183,401.9052,371.488,345.6997,360.0661,372.7085,386.1411,397.1515,405.0993,412.4962,421.2196,428.178,436.5516,445.5705,454.5267,462.623,470.2963,477.5288
AIM/CGE 2.0,SFCM_SSP2_ST_bio_2Degree,World,Final Energy,EJ/yr,,334.1608,356.4664,379.1183,401.9052,405.9745,409.106,416.1364,422.9617,437.4854,452.7981,465.2218,472.6151,478.5012,480.3903,487.3601,494.8814,501.952,508.6653,516.1655,523.6985
AIM/CGE 2.0,SFCM_SSP2_ST_bio_Baseline,World,Final Energy,EJ/yr,,334.1608,356.4431,385.4534,419.5977,450.2509,477.3886,502.6696,525.6562,544.8552,560.2134,572.1111,584.9655,597.9762,609.7292,619.6891,628.7235,638.2167,643.8033,650.4272,654.5539
AIM/CGE 2.0,SFCM_SSP2_ST_nuclear_1p5Degree,World,Final Energy,EJ/yr,,334.1608,356.5317,379.2033,401.9039,371.5978,346.2407,360.5457,372.7868,386.2977,396.5945,405.0247,412.431,422.2713,429.4045,438.5598,448.376,458.2066,467.601,477.0668,486.5038
AIM/CGE 2.0,SFCM_SSP2_ST_nuclear_2Degree,World,Final Energy,EJ/yr,,334.1608,356.5317,379.2033,401.9039,405.8702,409.3044,416.7681,423.8929,438.7069,454.2874,466.8742,474.2281,479.5584,480.8225,488.4462,496.9211,505.1414,513.057,522.0073,531.5333
AIM/CGE 2.0,SFCM_SSP2_ST_nuclear_Baseline,World,Final Energy,EJ/yr,,334.1608,356.505,385.6251,419.8997,450.6989,478.0052,503.4478,526.5527,545.901,561.4326,573.4488,586.4504,599.61,611.6062,621.9669,631.3872,641.3268,647.7921,655.1999,661.2013
AIM/CGE 2.0,SFCM_SSP2_ST_solar_1p5Degree,World,Final Energy,EJ/yr,,334.1608,356.4744,379.1421,401.9845,371.9372,346.6945,361.1483,373.442,387.1428,397.3343,405.4959,412.7717,422.2574,429.7299,439.2014,448.4276,457.4174,465.5124,473.4884,480.8187
AIM/CGE 2.0,SFCM_SSP2_ST_solar_2Degree,World,Final Energy,EJ/yr,,334.1608,356.4744,379.1421,401.9845,406.247,409.7151,416.8256,423.1395,437.4657,452.591,464.2068,471.3855,476.032,477.0492,484.4529,492.4992,499.6986,506.3806,513.5482,520.8448
AIM/CGE 2.0,SFCM_SSP2_ST_solar_Baseline,World,Final Energy,EJ/yr,,334.1608,356.4511,385.4677,419.6195,450.2822,477.4342,502.7329,525.7465,544.9778,560.3841,572.2547,585.0698,598.0319,609.735,619.6224,628.6096,638.0866,643.6317,650.2469,654.3566
AIM/CGE 2.0,SFCM_SSP2_ST_wind_1p5Degree,World,Final Energy,EJ/yr,,334.1608,356.4798,379.1693,402.1143,372.8547,349.055,365.0924,377.206,391.3737,401.8019,410.1384,417.0609,426.3007,432.7619,442.5151,452.5642,462.2,470.9063,479.4148,487.1049
AIM/CGE 2.0,SFCM_SSP2_ST_wind_2Degree,World,Final Energy,EJ/yr,,334.1608,356.4798,379.1693,402.1143,406.8555,411.0917,419.329,426.7616,441.6769,456.9091,468.0248,474.8904,479.5843,480.9894,488.0128,496.0125,502.9241,508.7872,515.5361,522.5225
AIM/CGE 2.0,SFCM_SSP2_ST_wind_Baseline,World,Final Energy,EJ/yr,,334.1608,356.4566,385.484,419.6538,450.3453,477.5365,502.8942,525.9857,545.267,560.6944,572.5729,585.4088,598.403,610.145,620.1293,629.1671,638.6858,644.2954,650.966,656.0445
AIM/CGE 2.0,SFCM_SSP2_SupTech_1p5Degree,World,Final Energy,EJ/yr,,334.1608,356.5282,379.2164,402.0417,373.9442,352.3878,369.3988,384.3723,401.3145,416.3322,424.5741,432.7352,441.6951,448.1651,458.3818,469.4095,480.3293,490.8023,501.31,511.6559
AIM/CGE 2.0,SFCM_SSP2_SupTech_2Degree,World,Final Energy,EJ/yr,,334.1608,356.5282,379.2164,402.0417,407.6146,415.0082,425.8062,435.8435,453.7456,472.6523,485.3832,494.0406,501.3028,504.4045,512.7821,522.4832,532.0987,541.475,551.6754,561.7491
AIM/CGE 2.0,SFCM_SSP2_SupTech_Baseline,World,Final Energy,EJ/yr,,334.1608,356.5016,385.6267,419.916,450.7471,478.1091,503.6502,526.9213,546.5006,562.3166,574.5189,587.7021,601.0902,613.3607,624.0912,633.8068,644.0108,651.0097,658.4766,664.8121
AIM/CGE 2.0,SFCM_SSP2_combined_1p5Degree,World,Final Energy,EJ/yr,,334.1608,344.6701,356.1712,369.9867,345.3134,316.6851,322.7999,328.3808,334.4058,338.6644,339.0252,337.9544,338.8952,338.2346,339.7863,341.7279,343.2392,344.2718,345.0852,345.6285
AIM/CGE 2.0,SFCM_SSP2_combined_2Degree,World,Final Energy,EJ/yr,,334.1608,344.6701,356.1712,369.9867,371.9522,369.4456,368.2035,366.8388,372.7942,378.7019,382.0184,383.4903,381.9811,376.4107,375.3088,375.203,374.9151,374.2834,374.129,374.1872
AIM/CGE 2.0,SFCM_SSP2_combined_Baseline,World,Final Energy,EJ/yr,,334.1608,344.6462,359.8827,378.3777,393.0997,404.4769,414.2984,422.44,427.6624,429.9391,431.4884,432.9588,433.6349,433.5507,432.4087,431.2236,429.2924,426.7222,424.0991,421.306
AIM/CGE 2.0,SSP1-19,World,Final Energy,EJ/yr,,334.1608,342.2994,,365.9557,,324.5454,,337.4327,,348.522,,344.6799,,341.7877,,333.5808,,324.1516,,311.6341
AIM/CGE 2.0,SSP1-26,World,Final Energy,EJ/yr,,334.1608,342.3496,,365.9952,,371.5204,,371.2381,,384.7633,,380.3544,,365.9448,,354.5047,,340.2928,,326.1978
AIM/CGE 2.0,SSP1-34,World,Final Energy,EJ/yr,,334.1608,342.3496,,365.9952,,392.193,,408.7613,,414.5166,,403.3024,,391.6609,,378.0288,,363.9752,,348.4575
AIM/CGE 2.0,SSP1-45,World,Final Energy,EJ/yr,,334.1608,342.3496,,363.1709,,401.6487,,430.8072,,441.1475,,433.0761,,419.1216,,400.1148,,381.3087,,361.3381
AIM/CGE 2.0,SSP1-Baseline,World,Final Energy,EJ/yr,,334.1608,342.5024,,370.5704,,404.6666,,431.5097,,444.9176,,443.7787,,435.6523,,421.6433,,405.8941,,387.116
AIM/CGE 2.0,SSP2-19,World,Final Energy,EJ/yr,,334.1608,356.7901,,416.1188,,346.1445,,371.5836,,398.9175,,414.2479,,435.138,,453.4942,,471.7328,,488.4685
AIM/CGE 2.0,SSP2-26,World,Final Energy,EJ/yr,,334.1608,357.0412,,416.0665,,399.5428,,418.9782,,449.8268,,470.6699,,476.8191,,492.9314,,508.0703,,523.59
AIM/CGE 2.0,SSP2-34,World,Final Energy,EJ/yr,,334.1608,357.0412,,416.0665,,440.7361,,467.8656,,494.2803,,512.7665,,531.6198,,546.7387,,559.9058,,570.9916
AIM/CGE 2.0,SSP2-45,World,Final Energy,EJ/yr,,334.1608,357.0412,,416.0665,,471.4955,,518.4457,,539.7181,,544.1297,,556.9075,,574.4953,,589.8281,,602.165
AIM/CGE 2.0,SSP2-60,World,Final Energy,EJ/yr,,334.1608,357.0412,,416.0665,,476.6071,,528.2345,,564.559,,589.7871,,616.4384,,635.0834,,649.086,,662.4805
AIM/CGE 2.0,SSP2-Baseline,World,Final Energy,EJ/yr,,334.1608,357.3198,,423.4398,,484.7088,,536.2382,,573.3114,,600.8577,,628.3621,,650.3291,,667.4941,,680.8059
AIM/CGE 2.0,SSP3-34,World,Final Energy,EJ/yr,,334.1608,361.1527,,442.1097,,503.4005,,462.3103,,479.4517,,493.2538,,495.2477,,501.5817,,515.1975,,537.4726
AIM/CGE 2.0,SSP3-45,World,Final Energy,EJ/yr,,334.1608,361.1527,,442.1097,,516.1421,,515.5428,,529.6617,,528.4848,,544.4641,,558.0619,,570.4555,,581.5454
AIM/CGE 2.0,SSP3-60,World,Final Energy,EJ/yr,,334.1608,361.1527,,442.1097,,517.1377,,539.1124,,562.7856,,590.5133,,606.6175,,621.7786,,647.4189,,675.9171
AIM/CGE 2.0,SSP3-Baseline,World,Final Energy,EJ/yr,,334.1608,361.7894,,448.476,,525.7075,,580.1994,,619.3906,,649.0768,,678.7053,,708.6544,,743.3955,,778.9788
AIM/CGE 2.0,SSP4-26,World,Final Energy,EJ/yr,,334.1608,354.3469,,410.9426,,419.9084,,441.9812,,475.2339,,488.7878,,492.9257,,497.2094,,502.0661,,507.9138
AIM/CGE 2.0,SSP4-34,World,Final Energy,EJ/yr,,334.1608,354.3469,,410.9426,,443.9441,,473.8381,,496.6515,,504.5332,,511.9497,,519.257,,525.1107,,531.8818
AIM/CGE 2.0,SSP4-45,World,Final Energy,EJ/yr,,334.1608,354.3469,,410.9426,,460.9972,,501.9391,,522.5997,,525.8317,,527.4521,,530.3043,,533.0135,,537.3104
AIM/CGE 2.0,SSP4-Baseline,World,Final Energy,EJ/yr,,334.1608,354.3208,,410.7346,,464.8659,,505.0049,,526.7307,,535.9104,,543.9189,,550.6198,,555.5026,,559.6687
AIM/CGE 2.0,SSP5-26,World,Final Energy,EJ/yr,,334.1608,354.4064,,409.0757,,376.3228,,422.4647,,489.6743,,537.4367,,579.3562,,615.9631,,651.7592,,689.0366
AIM/CGE 2.0,SSP5-34,World,Final Energy,EJ/yr,,334.1608,354.4064,,409.0757,,438.7459,,498.3455,,575.6999,,619.5977,,656.0608,,686.0648,,718.6363,,748.3736
AIM/CGE 2.0,SSP5-45,World,Final Energy,EJ/yr,,334.1608,354.4064,,409.0757,,472.9938,,551.4225,,613.4915,,668.0274,,720.2994,,762.6658,,786.9619,,811.3894
AIM/CGE 2.0,SSP5-60,World,Final Energy,EJ/yr,,334.1608,354.4064,,409.0757,,479.5008,,563.4435,,635.1323,,694.9566,,754.9324,,804.1306,,844.036,,874.3231
AIM/CGE 2.0,SSP5-Baseline,World,Final Energy,EJ/yr,,334.1608,354.9593,,418.1798,,511.8713,,619.6452,,709.8319,,785.7544,,852.9484,,907.3294,,945.3977,,976.3415
AIM/CGE 2.1,CD-LINKS_INDCi,World,Final Energy,EJ/yr,,334.1608,361.9869,393.4273,427.9729,447.5734,460.5366,494.3978,522.2589,545.8726,565.7063,583.5356,602.6511,619.1914,633.2519,645.3929,657.6499,669.0057,679.9519,689.0929,692.0986
AIM/CGE 2.1,CD-LINKS_NPi,World,Final Energy,EJ/yr,,334.1608,361.9701,391.5852,425.861,457.9194,487.2704,515.4864,541.348,562.2217,578.5546,592.8528,609.5642,624.2658,639.353,651.1306,663.1314,675.3478,687.5297,694.6156,699.2834
AIM/CGE 2.1,CD-LINKS_NPi2020_1000,World,Final Energy,EJ/yr,,334.1608,361.9814,389.596,421.6826,418.1982,404.0186,393.0801,415.8869,447.258,466.1667,477.0507,487.4808,493.1508,509.2976,524.2903,538.3922,550.9903,561.0478,570.4395,576.9229
AIM/CGE 2.1,CD-LINKS_NPi2020_1600,World,Final Energy,EJ/yr,,334.1608,361.9858,392.4986,426.2652,430.6516,415.5955,428.857,454.9182,474.5915,488.317,497.517,508.5909,522.2775,536.3172,548.4566,559.5922,569.7666,578.7115,587.4398,595.2101
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Final Energy,EJ/yr,,334.1608,361.9787,389.5929,421.6782,406.0003,394.9169,389.5629,401.9001,406.7797,412.4787,425.0394,437.8718,450.5092,463.9659,475.2,481.906,489.9915,499.7028,508.3739,512.4955
AIM/CGE 2.1,CD-LINKS_NoPolicy,World,Final Energy,EJ/yr,,334.1608,364.3708,397.2899,434.8226,469.172,499.838,529.5232,557.3453,579.3304,596.5367,609.619,625.7366,641.3074,657.7988,672.5102,687.7841,701.805,708.9504,712.9629,719.7896
AIM/CGE 2.1,EMF33_Baseline,World,Final Energy,EJ/yr,,334.1608,364.3416,399.9651,439.7065,476.3357,509.2075,539.7375,568.7562,593.2377,611.7694,630.265,650.2482,672.415,696.0393,712.9385,717.1234,725.4386,736.7167,740.2704,742.6013
AIM/CGE 2.1,EMF33_Med2C_cost100,World,Final Energy,EJ/yr,,334.1608,364.3379,397.9725,431.8084,411.6325,397.2303,404.4256,434.6417,459.3961,478.051,493.7299,504.8807,514.8345,522.279,538.7868,552.9099,564.9785,576.9893,587.9713,598.1642
AIM/CGE 2.1,EMF33_Med2C_full,World,Final Energy,EJ/yr,,334.1608,364.353,398.0173,431.966,412.1499,398.8781,408.7566,440.4836,465.2079,485.0517,501.6715,514.6235,526.1341,536.6709,550.8371,563.9694,576.2915,588.5662,600.36,610.4412
AIM/CGE 2.1,EMF33_Med2C_nobeccs,World,Final Energy,EJ/yr,,334.1608,364.353,398.0173,431.966,412.1499,398.8122,406.9361,434.9041,455.5505,475.6916,489.2862,492.4166,491.633,492.2219,507.2278,521.6621,535.4236,548.2276,559.8675,570.4321
AIM/CGE 2.1,EMF33_Med2C_nofuel,World,Final Energy,EJ/yr,,334.1608,364.353,398.0453,431.841,411.4011,396.4494,401.4089,427.9978,447.4996,468.1779,482.3335,482.8047,480.6048,481.486,496.4526,510.5704,523.9325,536.6062,547.9701,558.5528
AIM/CGE 2.1,EMF33_Med2C_none,World,Final Energy,EJ/yr,,334.1608,364.3109,397.9371,431.522,410.8001,394.7581,398.5405,423.7592,442.3101,461.2871,474.3474,472.4375,467.8301,468.005,481.82,493.9338,505.6633,516.9669,527.0769,536.4579
AIM/CGE 2.1,EMF33_WB2C_cost100,World,Final Energy,EJ/yr,,334.1608,364.3379,397.9725,431.8084,411.6325,397.2303,380.2938,401.0357,422.1055,442.1167,459.4239,464.5724,464.692,463.8285,478.3605,492.865,506.5814,519.9309,531.5133,542.2561
AIM/CGE 2.1,EMF33_WB2C_full,World,Final Energy,EJ/yr,,334.1608,364.353,398.0173,431.966,412.1499,398.8781,384.2822,405.9455,429.7943,452.451,472.3706,479.4907,479.4794,478.0426,493.6745,509.1186,523.7194,538.1788,551.0595,563.2363
AIM/CGE 2.1,EMF33_tax_hi_full,World,Final Energy,EJ/yr,,334.1608,364.353,400.0394,439.9247,420.5513,440.3182,456.3155,469.7475,477.498,482.7235,488.2675,496.0926,501.6673,505.1521,507.1948,508.188,508.3809,508.5555,507.6365,506.1241
AIM/CGE 2.1,EMF33_tax_hi_none,World,Final Energy,EJ/yr,,334.1608,364.3109,399.9889,439.813,420.1263,439.4348,454.5921,466.7879,473.9086,477.7207,481.2267,485.9818,488.911,490.6635,491.0324,490.9848,490.2768,489.2882,487.3968,483.2503
AIM/CGE 2.1,EMF33_tax_lo_full,World,Final Energy,EJ/yr,,334.1608,364.353,400.0394,439.9247,433.9066,459.2399,481.6851,502.0018,517.2195,528.5186,538.0758,546.4383,552.4675,558.277,564.9882,573.2085,579.9826,587.3693,589.5162,590.1216
AIM/CGE 2.1,EMF33_tax_lo_none,World,Final Energy,EJ/yr,,334.1608,364.3109,399.9889,439.813,433.56,458.5522,480.4122,499.9222,514.5707,525.2298,533.8442,540.8187,545.2787,549.4489,554.4029,561.094,566.2934,570.2118,570.0597,569.8125
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Final Energy,EJ/yr,,334.1608,356.0092,383.3946,412.394,393.7077,359.6255,353.8246,375.3176,397.4091,419.1839,441.734,454.2844,464.8589,473.3002,477.0587,481.5504,480.7277,478.0281,470.2822,473.6085
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Final Energy,EJ/yr,,334.1608,360.2724,390.8529,422.7557,405.9293,373.9648,369.655,393.2114,417.1095,441.4617,466.2408,478.8308,487.7837,492.2071,494.6172,497.0157,494.5463,489.3542,479.411,482.0067
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,World,Final Energy,EJ/yr,,334.1608,356.0092,383.3946,412.394,391.8808,379.5428,402.9304,422.8461,436.0429,443.6959,454.0933,464.9201,477.9124,491.0377,502.1335,509.8267,513.5068,517.0128,516.7744,513.7843
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,World,Final Energy,EJ/yr,,334.1608,360.2724,390.8529,422.7557,404.0079,394.094,421.9953,446.9881,463.8244,476.0798,489.9692,503.5292,518.3849,530.1396,534.6832,540.4089,543.5707,544.7346,542.8014,537.8893
AIM/CGE 2.1,TERL_Baseline_LowCarbonTransportPolicy,World,Final Energy,EJ/yr,,334.1608,356.0012,384.01,415.0075,441.7823,464.6211,485.0729,503.6357,518.264,528.2463,544.8961,562.691,579.1615,594.2009,606.612,615.2692,621.7434,622.1854,623.6454,628.9264
AIM/CGE 2.1,TERL_Baseline_NoTransportPolicy,World,Final Energy,EJ/yr,,334.1608,360.2645,392.0628,427.5805,459.1007,486.5795,511.4447,534.1295,551.9235,564.846,584.6085,605.6106,624.8136,643.3701,659.5444,672.1013,681.8689,684.972,688.3078,694.2246
GCAM 4.2,SSP1-19,World,Final Energy,EJ/yr,,359.0533058,393.851451,,444.3439783,,466.1298986,,498.1108444,,509.7034583,,512.9324666,,514.1185408,,509.1086217,,500.3367631,,482.4864698
GCAM 4.2,SSP1-26,World,Final Energy,EJ/yr,,,393.851451,,444.5354456,,488.6834482,,531.0024776,,551.3682331,,554.9510367,,549.7857134,,538.15283,,520.5759979,,499.2646665
GCAM 4.2,SSP1-34,World,Final Energy,EJ/yr,,,393.851451,,444.5354456,,502.7429953,,552.8685052,,582.636663,,595.4221293,,593.0972519,,576.8013678,,552.4778401,,523.125578
GCAM 4.2,SSP1-45,World,Final Energy,EJ/yr,,,393.851451,,444.5354456,,508.6219222,,562.2276035,,596.859546,,615.7224599,,619.8935642,,607.639804,,588.9391838,,567.96886
GCAM 4.2,SSP1-Baseline,World,Final Energy,EJ/yr,,,393.8514517,,450.9608463,,512.8019861,,569.0485974,,607.5611363,,632.1771026,,643.6954095,,640.3439388,,624.2119329,,598.6353491
GCAM 4.2,SSP2-19,World,Final Energy,EJ/yr,,359.0532946,393.8514062,,470.9078221,,504.9126756,,525.1194649,,554.0809303,,576.6635276,,599.7193533,,623.4439617,,652.3136948,,670.2372538
GCAM 4.2,SSP2-26,World,Final Energy,EJ/yr,,,393.8514062,,471.0127561,,553.7707878,,548.1539509,,578.1445661,,600.7223881,,622.2570447,,639.9131142,,658.5767819,,675.0310358
GCAM 4.2,SSP2-34,World,Final Energy,EJ/yr,,,393.8514062,,471.0127561,,553.7707878,,582.5345515,,620.5869461,,648.8488558,,670.4697405,,683.7884237,,690.1392958,,694.3165491
GCAM 4.2,SSP2-45,World,Final Energy,EJ/yr,,,393.8514062,,471.0127561,,553.7707878,,591.4784301,,632.8079145,,664.4426499,,687.7740916,,710.583397,,734.4380182,,746.3122104
GCAM 4.2,SSP2-60,World,Final Energy,EJ/yr,,,393.8514062,,471.0127561,,553.7707878,,621.7211315,,677.7287162,,728.0981951,,772.0276704,,803.5634872,,822.3496269,,826.9150673
GCAM 4.2,SSP2-Baseline,World,Final Energy,EJ/yr,,,393.8514068,,478.1083376,,560.6512078,,629.9913432,,690.8477837,,748.9447349,,803.7826563,,851.3879493,,892.3192276,,926.1632565
GCAM 4.2,SSP3-Baseline,World,Final Energy,EJ/yr,,,393.8513976,,485.4706245,,558.6903458,,602.8991169,,632.911135,,660.5838164,,691.3715178,,725.5263874,,763.4285389,,807.4774965
GCAM 4.2,SSP4-26,World,Final Energy,EJ/yr,,,393.8513976,,473.836871,,499.162175,,535.9073023,,554.7453775,,562.619697,,565.1632895,,563.1048069,,561.4088093,,570.3435685
GCAM 4.2,SSP4-34,World,Final Energy,EJ/yr,,,393.8513969,,473.8368701,,523.1007961,,565.0108329,,585.636189,,593.0838168,,593.5702893,,587.2189936,,578.8336297,,573.4694095
GCAM 4.2,SSP4-45,World,Final Energy,EJ/yr,,,393.8513969,,473.8368701,,535.7752803,,582.3362298,,606.3168442,,615.9270838,,616.0693635,,626.058909,,629.1545982,,624.3191794
GCAM 4.2,SSP4-60,World,Final Energy,EJ/yr,,,393.8513969,,473.8368701,,556.9537657,,613.6917816,,649.1917965,,671.2846913,,682.3025551,,681.9870544,,674.6497972,,664.3923668
GCAM 4.2,SSP4-Baseline,World,Final Energy,EJ/yr,,,393.8513976,,481.0601089,,560.1426868,,618.7068396,,656.4230715,,682.0758294,,698.0061433,,704.2906261,,705.7148198,,706.7709126
GCAM 4.2,SSP5-19,World,Final Energy,EJ/yr,,359.0533058,393.851451,,477.4275483,,543.7156973,,622.970851,,695.3235352,,747.3645317,,782.0704318,,792.8741004,,784.5287911,,769.6337446
